,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
92,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,audio_features,59CfNbkERJ3NoTXDvoURjj,spotify:track:59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/tracks/59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/audio-analysis/59CfNbkERJ3NoTXDvoURjj,153000,3
93,0.764,0.501,0,-10.842,1,0.0378,0.311,0.192,0.111,0.427,106.961,audio_features,3FIcE9t4VtHLVNwaMSRALs,spotify:track:3FIcE9t4VtHLVNwaMSRALs,https://api.spotify.com/v1/tracks/3FIcE9t4VtHLVNwaMSRALs,https://api.spotify.com/v1/audio-analysis/3FIcE9t4VtHLVNwaMSRALs,174147,4
94,0.557,0.753,11,-5.052,0,0.233,0.032,6.86e-05,0.0598,0.562,158.023,audio_features,4ywIrrFcXcD8DTn3EuGYxd,spotify:track:4ywIrrFcXcD8DTn3EuGYxd,https://api.spotify.com/v1/tracks/4ywIrrFcXcD8DTn3EuGYxd,https://api.spotify.com/v1/audio-analysis/4ywIrrFcXcD8DTn3EuGYxd,322716,4
95,0.568,0.199,9,-9.601,1,0.101,0.905,0.0,0.131,0.329,83.827,audio_features,40GRJBeHKroMtWwGX9EFyQ,spotify:track:40GRJBeHKroMtWwGX9EFyQ,https://api.spotify.com/v1/tracks/40GRJBeHKroMtWwGX9EFyQ,https://api.spotify.com/v1/audio-analysis/40GRJBeHKroMtWwGX9EFyQ,135707,5
96,0.787,0.867,7,-5.869,0,0.0635,0.319,0.691,0.098,0.822,102.996,audio_features,2OJQBsgmB18vFPuzdTrMZQ,spotify:track:2OJQBsgmB18vFPuzdTrMZQ,https://api.spotify.com/v1/tracks/2OJQBsgmB18vFPuzdTrMZQ,https://api.spotify.com/v1/audio-analysis/2OJQBsgmB18vFPuzdTrMZQ,213120,4
97,0.681,0.803,1,-8.206,0,0.0358,0.0146,0.0438,0.313,0.655,146.01,audio_features,5II4amAAEkKSJOvqu4cYdL,spotify:track:5II4amAAEkKSJOvqu4cYdL,https://api.spotify.com/v1/tracks/5II4amAAEkKSJOvqu4cYdL,https://api.spotify.com/v1/audio-analysis/5II4amAAEkKSJOvqu4cYdL,193411,4
98,0.469,0.908,6,-3.17,0,0.0345,0.0134,8.35e-05,0.22,0.351,174.09,audio_features,1kXENS7Y2WsnkxBT2Qqj0M,spotify:track:1kXENS7Y2WsnkxBT2Qqj0M,https://api.spotify.com/v1/tracks/1kXENS7Y2WsnkxBT2Qqj0M,https://api.spotify.com/v1/audio-analysis/1kXENS7Y2WsnkxBT2Qqj0M,254634,4
99,0.548,0.699,2,-7.149,0,0.0517,0.0223,0.000392,0.0903,0.308,132.798,audio_features,0NnVzBW6TJLaEzcyXjqRDH,spotify:track:0NnVzBW6TJLaEzcyXjqRDH,https://api.spotify.com/v1/tracks/0NnVzBW6TJLaEzcyXjqRDH,https://api.spotify.com/v1/audio-analysis/0NnVzBW6TJLaEzcyXjqRDH,249296,4
100,0.448,0.953,7,-3.131,1,0.0378,0.00119,0.0,0.155,0.956,109.978,audio_features,2CXmOiHiKbWtVgpOUK6mcx,spotify:track:2CXmOiHiKbWtVgpOUK6mcx,https://api.spotify.com/v1/tracks/2CXmOiHiKbWtVgpOUK6mcx,https://api.spotify.com/v1/audio-analysis/2CXmOiHiKbWtVgpOUK6mcx,124713,4
101,0.275,0.721,6,-6.222,0,0.0359,0.000702,0.821,0.0792,0.184,125.156,audio_features,3v2oAQomhOcYCPPHafS3KV,spotify:track:3v2oAQomhOcYCPPHafS3KV,https://api.spotify.com/v1/tracks/3v2oAQomhOcYCPPHafS3KV,https://api.spotify.com/v1/audio-analysis/3v2oAQomhOcYCPPHafS3KV,543453,4
102,0.544,0.424,7,-7.883,1,0.06,0.654,0.00544,0.0784,0.92,118.937,audio_features,53vCCDv42MGxUmgWUbuhuP,spotify:track:53vCCDv42MGxUmgWUbuhuP,https://api.spotify.com/v1/tracks/53vCCDv42MGxUmgWUbuhuP,https://api.spotify.com/v1/audio-analysis/53vCCDv42MGxUmgWUbuhuP,203000,5
103,0.715,0.791,0,-6.835,1,0.0405,0.359,0.000461,0.0692,0.781,98.168,audio_features,2jQj5bsJeOad1YoaPWjJHm,spotify:track:2jQj5bsJeOad1YoaPWjJHm,https://api.spotify.com/v1/tracks/2jQj5bsJeOad1YoaPWjJHm,https://api.spotify.com/v1/audio-analysis/2jQj5bsJeOad1YoaPWjJHm,245031,4
104,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,audio_features,4k6Uh1HXdhtusDW5y8Gbvy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,232067,4
105,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,audio_features,2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd,183893,4
106,0.866,0.707,6,-7.284,0,0.0707,0.152,0.000182,0.0896,0.666,144.012,audio_features,5zE7E1lZMKpbxExwtEg8co,spotify:track:5zE7E1lZMKpbxExwtEg8co,https://api.spotify.com/v1/tracks/5zE7E1lZMKpbxExwtEg8co,https://api.spotify.com/v1/audio-analysis/5zE7E1lZMKpbxExwtEg8co,178650,4
107,0.722,0.693,9,-8.225,1,0.145,0.031,0.0,0.14,0.679,137.956,audio_features,31E9oJvrVjB1iaf3HsdsGc,spotify:track:31E9oJvrVjB1iaf3HsdsGc,https://api.spotify.com/v1/tracks/31E9oJvrVjB1iaf3HsdsGc,https://api.spotify.com/v1/audio-analysis/31E9oJvrVjB1iaf3HsdsGc,209000,4
108,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4
109,0.929,0.455,1,-11.527,1,0.554,0.000682,0.00242,0.151,0.552,121.949,audio_features,1q3Iuk3nVEwRPj7mR34QYQ,spotify:track:1q3Iuk3nVEwRPj7mR34QYQ,https://api.spotify.com/v1/tracks/1q3Iuk3nVEwRPj7mR34QYQ,https://api.spotify.com/v1/audio-analysis/1q3Iuk3nVEwRPj7mR34QYQ,243133,4
110,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4
111,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238,4
112,0.766,0.673,5,-5.066,0,0.239,0.00286,0.000594,0.486,0.705,84.947,audio_features,30uCmqegKQnH5AbOE51gPD,spotify:track:30uCmqegKQnH5AbOE51gPD,https://api.spotify.com/v1/tracks/30uCmqegKQnH5AbOE51gPD,https://api.spotify.com/v1/audio-analysis/30uCmqegKQnH5AbOE51gPD,169413,4
113,0.58,0.482,4,-5.357,1,0.0279,0.753,0.000958,0.073,0.199,67.616,audio_features,53XM8O6sQ4YzCq2jYgXuC6,spotify:track:53XM8O6sQ4YzCq2jYgXuC6,https://api.spotify.com/v1/tracks/53XM8O6sQ4YzCq2jYgXuC6,https://api.spotify.com/v1/audio-analysis/53XM8O6sQ4YzCq2jYgXuC6,270774,4
114,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,audio_features,75FEaRjZTKLhTrFGsfMUXR,spotify:track:75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/tracks/75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/audio-analysis/75FEaRjZTKLhTrFGsfMUXR,298933,4
115,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360,4
116,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,audio_features,54eZmuggBFJbV7k248bTTt,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,252240,4
117,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,audio_features,6nTiIhLmQ3FWhvrGafw2zj,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,176346,4
118,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,3ZffCQKLFLUvYM59XKLbVm,spotify:track:3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm,285653,4
119,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,audio_features,4j3X4KX8rURekAVIFUhI23,spotify:track:4j3X4KX8rURekAVIFUhI23,https://api.spotify.com/v1/tracks/4j3X4KX8rURekAVIFUhI23,https://api.spotify.com/v1/audio-analysis/4j3X4KX8rURekAVIFUhI23,277027,4
120,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,audio_features,10rChmECwPcvTTj4w07hq4,spotify:track:10rChmECwPcvTTj4w07hq4,https://api.spotify.com/v1/tracks/10rChmECwPcvTTj4w07hq4,https://api.spotify.com/v1/audio-analysis/10rChmECwPcvTTj4w07hq4,206773,4
121,0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,audio_features,3lGMtkONrZdJ8kTCg6KIFf,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,https://api.spotify.com/v1/tracks/3lGMtkONrZdJ8kTCg6KIFf,https://api.spotify.com/v1/audio-analysis/3lGMtkONrZdJ8kTCg6KIFf,221800,3
122,0.737,0.858,8,-3.589,1,0.0527,0.0124,0.0,0.382,0.919,144.991,audio_features,0I0b7uTFfHhBz5bMkSDouF,spotify:track:0I0b7uTFfHhBz5bMkSDouF,https://api.spotify.com/v1/tracks/0I0b7uTFfHhBz5bMkSDouF,https://api.spotify.com/v1/audio-analysis/0I0b7uTFfHhBz5bMkSDouF,187862,4
123,0.541,0.571,7,-8.308,1,0.16,0.0123,1.55e-06,0.0933,0.73,77.335,audio_features,2wnsBaxrmkthIFAm6vqCuX,spotify:track:2wnsBaxrmkthIFAm6vqCuX,https://api.spotify.com/v1/tracks/2wnsBaxrmkthIFAm6vqCuX,https://api.spotify.com/v1/audio-analysis/2wnsBaxrmkthIFAm6vqCuX,289587,4
124,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,audio_features,3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo,191947,4
125,0.796,0.719,8,-7.018,0,0.138,0.036,0.0,0.0718,0.242,105.027,audio_features,3Keas2doqXf1veo2DOOIdz,spotify:track:3Keas2doqXf1veo2DOOIdz,https://api.spotify.com/v1/tracks/3Keas2doqXf1veo2DOOIdz,https://api.spotify.com/v1/audio-analysis/3Keas2doqXf1veo2DOOIdz,187000,4
126,0.83,0.794,8,-6.279,0,0.432,0.0253,0.0248,0.106,0.607,128.16,audio_features,0YU17F0BlVXvmx5ytsR43w,spotify:track:0YU17F0BlVXvmx5ytsR43w,https://api.spotify.com/v1/tracks/0YU17F0BlVXvmx5ytsR43w,https://api.spotify.com/v1/audio-analysis/0YU17F0BlVXvmx5ytsR43w,154226,4
127,0.575,0.679,2,-3.845,1,0.0278,0.0664,0.0,0.0956,0.601,107.878,audio_features,100Tm6z29RfHTdUQ6NIs0s,spotify:track:100Tm6z29RfHTdUQ6NIs0s,https://api.spotify.com/v1/tracks/100Tm6z29RfHTdUQ6NIs0s,https://api.spotify.com/v1/audio-analysis/100Tm6z29RfHTdUQ6NIs0s,187520,3
128,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4
129,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,audio_features,5Wj1rJnCLpMHdLaxsFtJLs,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,https://api.spotify.com/v1/tracks/5Wj1rJnCLpMHdLaxsFtJLs,https://api.spotify.com/v1/audio-analysis/5Wj1rJnCLpMHdLaxsFtJLs,322549,4
130,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4
131,0.665,0.718,2,-5.25,1,0.129,0.101,0.0,0.966,0.514,100.002,audio_features,1hf8CDYdkkcQhthrRL8iy7,spotify:track:1hf8CDYdkkcQhthrRL8iy7,https://api.spotify.com/v1/tracks/1hf8CDYdkkcQhthrRL8iy7,https://api.spotify.com/v1/audio-analysis/1hf8CDYdkkcQhthrRL8iy7,209599,4
132,0.83,0.857,8,-4.194,0,0.152,0.262,0.0,0.413,0.607,137.982,audio_features,2VqAEP1yY5T523K7bZtL8a,spotify:track:2VqAEP1yY5T523K7bZtL8a,https://api.spotify.com/v1/tracks/2VqAEP1yY5T523K7bZtL8a,https://api.spotify.com/v1/audio-analysis/2VqAEP1yY5T523K7bZtL8a,240747,4
133,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,audio_features,7B3z0ySL9Rr0XvZEAjWZzM,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,https://api.spotify.com/v1/tracks/7B3z0ySL9Rr0XvZEAjWZzM,https://api.spotify.com/v1/audio-analysis/7B3z0ySL9Rr0XvZEAjWZzM,188387,4
134,0.777,0.721,9,-7.751,1,0.0522,0.0641,0.193,0.102,0.476,114.993,audio_features,36Ylur9D9t6AMcu6wCs2Bh,spotify:track:36Ylur9D9t6AMcu6wCs2Bh,https://api.spotify.com/v1/tracks/36Ylur9D9t6AMcu6wCs2Bh,https://api.spotify.com/v1/audio-analysis/36Ylur9D9t6AMcu6wCs2Bh,328996,4
135,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,audio_features,5Z9KJZvQzH6PFmb8SNkxuk,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk,212353,4
136,0.684,0.61,0,-8.185,1,0.147,0.459,0.000902,0.208,0.744,85.059,audio_features,0r3EjWduZ249mBlXAfcHyL,spotify:track:0r3EjWduZ249mBlXAfcHyL,https://api.spotify.com/v1/tracks/0r3EjWduZ249mBlXAfcHyL,https://api.spotify.com/v1/audio-analysis/0r3EjWduZ249mBlXAfcHyL,234056,4
137,0.673,0.708,9,-4.362,1,0.0446,0.429,0.0,0.0661,0.322,120.976,audio_features,1Q39L4T3XptJthNeazSK3I,spotify:track:1Q39L4T3XptJthNeazSK3I,https://api.spotify.com/v1/tracks/1Q39L4T3XptJthNeazSK3I,https://api.spotify.com/v1/audio-analysis/1Q39L4T3XptJthNeazSK3I,168755,4
138,0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03,audio_features,4PvbbMYL4fkToni5BLaYRb,spotify:track:4PvbbMYL4fkToni5BLaYRb,https://api.spotify.com/v1/tracks/4PvbbMYL4fkToni5BLaYRb,https://api.spotify.com/v1/audio-analysis/4PvbbMYL4fkToni5BLaYRb,185307,4
139,0.351,0.676,9,-9.017,1,0.0313,0.000121,0.113,0.18,0.143,102.46,audio_features,2fuYa3Lx06QQJAm0MjztKr,spotify:track:2fuYa3Lx06QQJAm0MjztKr,https://api.spotify.com/v1/tracks/2fuYa3Lx06QQJAm0MjztKr,https://api.spotify.com/v1/audio-analysis/2fuYa3Lx06QQJAm0MjztKr,299560,4
140,0.658,0.706,0,-8.681,0,0.16,0.157,1.07e-05,0.107,0.332,123.687,audio_features,1R8bpZGAVUxeygsKfHnInQ,spotify:track:1R8bpZGAVUxeygsKfHnInQ,https://api.spotify.com/v1/tracks/1R8bpZGAVUxeygsKfHnInQ,https://api.spotify.com/v1/audio-analysis/1R8bpZGAVUxeygsKfHnInQ,157389,4
141,0.75,0.797,0,-4.826,1,0.118,0.293,0.0,0.392,0.523,105.949,audio_features,4RAR8g8fZNB106ezUurnE0,spotify:track:4RAR8g8fZNB106ezUurnE0,https://api.spotify.com/v1/tracks/4RAR8g8fZNB106ezUurnE0,https://api.spotify.com/v1/audio-analysis/4RAR8g8fZNB106ezUurnE0,215203,4
142,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,audio_features,7kzKAuUzOITUauHAhoMoxA,spotify:track:7kzKAuUzOITUauHAhoMoxA,https://api.spotify.com/v1/tracks/7kzKAuUzOITUauHAhoMoxA,https://api.spotify.com/v1/audio-analysis/7kzKAuUzOITUauHAhoMoxA,193051,4
143,0.56,0.706,8,-8.202,0,0.15,0.69,0.0,0.108,0.723,84.938,audio_features,573svhyphxfeVf3T2cQQ2f,spotify:track:573svhyphxfeVf3T2cQQ2f,https://api.spotify.com/v1/tracks/573svhyphxfeVf3T2cQQ2f,https://api.spotify.com/v1/audio-analysis/573svhyphxfeVf3T2cQQ2f,154000,4
144,0.402,0.628,5,-7.441,0,0.193,0.607,1.18e-06,0.108,0.511,61.283,audio_features,2v6JnkxXTwgSxAzlNbhU5G,spotify:track:2v6JnkxXTwgSxAzlNbhU5G,https://api.spotify.com/v1/tracks/2v6JnkxXTwgSxAzlNbhU5G,https://api.spotify.com/v1/audio-analysis/2v6JnkxXTwgSxAzlNbhU5G,242478,4
145,0.653,0.83,11,-6.343,1,0.324,0.0766,0.0,0.348,0.757,75.982,audio_features,5h5kOn4GYszhq2J8E5tqbu,spotify:track:5h5kOn4GYszhq2J8E5tqbu,https://api.spotify.com/v1/tracks/5h5kOn4GYszhq2J8E5tqbu,https://api.spotify.com/v1/audio-analysis/5h5kOn4GYszhq2J8E5tqbu,278413,4
146,0.501,0.667,4,-7.909,1,0.321,0.127,0.0,0.0687,0.712,84.251,audio_features,16gUdaZ3ISeD1Vz4P20dgO,spotify:track:16gUdaZ3ISeD1Vz4P20dgO,https://api.spotify.com/v1/tracks/16gUdaZ3ISeD1Vz4P20dgO,https://api.spotify.com/v1/audio-analysis/16gUdaZ3ISeD1Vz4P20dgO,175387,4
147,0.81,0.471,8,-5.047,1,0.0496,0.00554,0.000197,0.134,0.391,75.003,audio_features,2S93hylQBYLndMnaJuso8S,spotify:track:2S93hylQBYLndMnaJuso8S,https://api.spotify.com/v1/tracks/2S93hylQBYLndMnaJuso8S,https://api.spotify.com/v1/audio-analysis/2S93hylQBYLndMnaJuso8S,143292,4
148,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4
149,0.936,0.497,8,-7.73,0,0.107,0.0215,1.22e-05,0.126,0.654,129.956,audio_features,5H1LLTRLRw59GZh6Xd5lGe,spotify:track:5H1LLTRLRw59GZh6Xd5lGe,https://api.spotify.com/v1/tracks/5H1LLTRLRw59GZh6Xd5lGe,https://api.spotify.com/v1/audio-analysis/5H1LLTRLRw59GZh6Xd5lGe,175731,4
150,0.896,0.675,1,-3.908,1,0.124,0.346,8.11e-06,0.262,0.659,131.999,audio_features,6k2900NjJeVqZM55G3Danu,spotify:track:6k2900NjJeVqZM55G3Danu,https://api.spotify.com/v1/tracks/6k2900NjJeVqZM55G3Danu,https://api.spotify.com/v1/audio-analysis/6k2900NjJeVqZM55G3Danu,213989,4
151,0.891,0.751,2,-3.15,1,0.124,0.0685,0.000598,0.19,0.711,115.046,audio_features,1ahCrpeTt94LL7y1aXw0Y8,spotify:track:1ahCrpeTt94LL7y1aXw0Y8,https://api.spotify.com/v1/tracks/1ahCrpeTt94LL7y1aXw0Y8,https://api.spotify.com/v1/audio-analysis/1ahCrpeTt94LL7y1aXw0Y8,144019,4
152,0.236,0.799,4,-5.167,0,0.0939,0.0136,0.0,0.0948,0.303,208.951,audio_features,0Zh3tKIphLOvQux4dA6PFZ,spotify:track:0Zh3tKIphLOvQux4dA6PFZ,https://api.spotify.com/v1/tracks/0Zh3tKIphLOvQux4dA6PFZ,https://api.spotify.com/v1/audio-analysis/0Zh3tKIphLOvQux4dA6PFZ,279027,4
153,0.76,0.692,5,-6.243,1,0.113,0.061,2.8e-06,0.303,0.482,125.041,audio_features,3QdtpN3K8s2aDsX6o10KZK,spotify:track:3QdtpN3K8s2aDsX6o10KZK,https://api.spotify.com/v1/tracks/3QdtpN3K8s2aDsX6o10KZK,https://api.spotify.com/v1/audio-analysis/3QdtpN3K8s2aDsX6o10KZK,195480,4
154,0.884,0.738,5,-3.265,0,0.0837,0.188,0.0,0.0812,0.678,131.91,audio_features,2vEY3cNwXYxIG4fPAoN14q,spotify:track:2vEY3cNwXYxIG4fPAoN14q,https://api.spotify.com/v1/tracks/2vEY3cNwXYxIG4fPAoN14q,https://api.spotify.com/v1/audio-analysis/2vEY3cNwXYxIG4fPAoN14q,177614,4
155,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,audio_features,5ruzrDWcT0vuJIOMW7gMnW,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW,309053,4
156,0.816,0.414,1,-9.654,1,0.132,0.392,8.85e-05,0.0956,0.832,88.015,audio_features,2PKb7tFxkwMoS7Y6muOTAR,spotify:track:2PKb7tFxkwMoS7Y6muOTAR,https://api.spotify.com/v1/tracks/2PKb7tFxkwMoS7Y6muOTAR,https://api.spotify.com/v1/audio-analysis/2PKb7tFxkwMoS7Y6muOTAR,219545,4
157,0.835,0.495,8,-5.791,1,0.522,0.561,0.000206,0.103,0.426,90.97,audio_features,5gCNf9wMVrYuM2fvfgLTlF,spotify:track:5gCNf9wMVrYuM2fvfgLTlF,https://api.spotify.com/v1/tracks/5gCNf9wMVrYuM2fvfgLTlF,https://api.spotify.com/v1/audio-analysis/5gCNf9wMVrYuM2fvfgLTlF,161267,4
158,0.66,0.8,8,-4.644,1,0.0992,0.106,0.0,0.154,0.476,125.966,audio_features,5eB7w8UZJKjL5XmnC6Pctg,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,https://api.spotify.com/v1/tracks/5eB7w8UZJKjL5XmnC6Pctg,https://api.spotify.com/v1/audio-analysis/5eB7w8UZJKjL5XmnC6Pctg,200227,4
159,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,audio_features,4btFHqumCO31GksfuBLLv3,spotify:track:4btFHqumCO31GksfuBLLv3,https://api.spotify.com/v1/tracks/4btFHqumCO31GksfuBLLv3,https://api.spotify.com/v1/audio-analysis/4btFHqumCO31GksfuBLLv3,236907,4
160,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4
161,0.544,0.489,11,-13.765,0,0.521,0.95,0.00556,0.281,0.492,86.787,audio_features,4WKvjz6okrWIN9Xl730TTe,spotify:track:4WKvjz6okrWIN9Xl730TTe,https://api.spotify.com/v1/tracks/4WKvjz6okrWIN9Xl730TTe,https://api.spotify.com/v1/audio-analysis/4WKvjz6okrWIN9Xl730TTe,173453,4
162,0.503,0.733,4,-3.648,1,0.0547,0.384,0.0,0.189,0.657,173.302,audio_features,3S1lg0ytmvtPRV4qv4iWL4,spotify:track:3S1lg0ytmvtPRV4qv4iWL4,https://api.spotify.com/v1/tracks/3S1lg0ytmvtPRV4qv4iWL4,https://api.spotify.com/v1/audio-analysis/3S1lg0ytmvtPRV4qv4iWL4,155787,4
163,0.679,0.548,8,-7.645,1,0.0341,0.0745,0.0,0.0981,0.635,124.031,audio_features,4Ws1SBzrc8MgbtxVyXFfyP,spotify:track:4Ws1SBzrc8MgbtxVyXFfyP,https://api.spotify.com/v1/tracks/4Ws1SBzrc8MgbtxVyXFfyP,https://api.spotify.com/v1/audio-analysis/4Ws1SBzrc8MgbtxVyXFfyP,170323,4
164,0.654,0.696,9,-7.902,0,0.134,0.282,1.07e-05,0.0575,0.274,120.106,audio_features,1gYipuSzUpI6BENbGrgeid,spotify:track:1gYipuSzUpI6BENbGrgeid,https://api.spotify.com/v1/tracks/1gYipuSzUpI6BENbGrgeid,https://api.spotify.com/v1/audio-analysis/1gYipuSzUpI6BENbGrgeid,202160,4
165,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307,4
