,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
17,0.478,0.689,2,-8.218,1,0.047,0.176,0.00012,0.136,0.662,130.034,audio_features,5NSR9uH0YeDo67gMiEv13n,spotify:track:5NSR9uH0YeDo67gMiEv13n,https://api.spotify.com/v1/tracks/5NSR9uH0YeDo67gMiEv13n,https://api.spotify.com/v1/audio-analysis/5NSR9uH0YeDo67gMiEv13n,514432,4
18,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,audio_features,6qspW4YKycviDFjHBOaqUY,spotify:track:6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY,279507,4
19,0.678,0.798,10,-5.195,1,0.0316,0.0383,0.269,0.126,0.509,99.941,audio_features,2ty6DmPnxVPpEFuB23XM0x,spotify:track:2ty6DmPnxVPpEFuB23XM0x,https://api.spotify.com/v1/tracks/2ty6DmPnxVPpEFuB23XM0x,https://api.spotify.com/v1/audio-analysis/2ty6DmPnxVPpEFuB23XM0x,137528,4
20,0.627,0.494,4,-7.741,1,0.042,0.113,0.0,0.136,0.213,129.914,audio_features,179YXh5spiRaUDJihittPG,spotify:track:179YXh5spiRaUDJihittPG,https://api.spotify.com/v1/tracks/179YXh5spiRaUDJihittPG,https://api.spotify.com/v1/audio-analysis/179YXh5spiRaUDJihittPG,182360,4
21,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,audio_features,0yLdNVWF3Srea0uzk55zFn,spotify:track:0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/tracks/0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/audio-analysis/0yLdNVWF3Srea0uzk55zFn,200455,4
22,0.736,0.679,11,-5.062,1,0.0386,0.0239,1.41e-05,0.265,0.936,131.032,audio_features,3ToWC9JYSmDIa9yJs0k6PO,spotify:track:3ToWC9JYSmDIa9yJs0k6PO,https://api.spotify.com/v1/tracks/3ToWC9JYSmDIa9yJs0k6PO,https://api.spotify.com/v1/audio-analysis/3ToWC9JYSmDIa9yJs0k6PO,186840,4
23,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,audio_features,70C4NyhjD5OZUMzvWZ3njJ,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/tracks/70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/audio-analysis/70C4NyhjD5OZUMzvWZ3njJ,339000,3
24,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,audio_features,5LxvwujISqiB8vpRYv887S,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4
25,0.572,0.786,8,-8.469,1,0.0642,0.519,0.00093,0.11,0.952,188.115,audio_features,6D8kc7RO0rqBLSo2YPflJ5,spotify:track:6D8kc7RO0rqBLSo2YPflJ5,https://api.spotify.com/v1/tracks/6D8kc7RO0rqBLSo2YPflJ5,https://api.spotify.com/v1/audio-analysis/6D8kc7RO0rqBLSo2YPflJ5,174867,4
26,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,audio_features,3zBhihYUHBmGd2bcQIobrF,spotify:track:3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF,163756,4
27,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,audio_features,1aj4GXfmEYXfdVZohCpNKu,spotify:track:1aj4GXfmEYXfdVZohCpNKu,https://api.spotify.com/v1/tracks/1aj4GXfmEYXfdVZohCpNKu,https://api.spotify.com/v1/audio-analysis/1aj4GXfmEYXfdVZohCpNKu,172333,4
28,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4
29,0.19,0.323,7,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,audio_features,6yMGxqKj0218mFR5KqsMRq,spotify:track:6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/tracks/6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/audio-analysis/6yMGxqKj0218mFR5KqsMRq,219560,4
30,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,audio_features,2xar08Fq5xra2KKZs5Bw9j,spotify:track:2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/tracks/2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/audio-analysis/2xar08Fq5xra2KKZs5Bw9j,171467,4
31,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,audio_features,1fDsrQ23eTAVFElUMaf38X,spotify:track:1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X,516893,4
32,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,audio_features,5y788ya4NvwhBznoDIcXwK,spotify:track:5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/tracks/5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/audio-analysis/5y788ya4NvwhBznoDIcXwK,185413,4
33,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,audio_features,7yzbimr8WVyAtBX3Eg6UL9,spotify:track:7yzbimr8WVyAtBX3Eg6UL9,https://api.spotify.com/v1/tracks/7yzbimr8WVyAtBX3Eg6UL9,https://api.spotify.com/v1/audio-analysis/7yzbimr8WVyAtBX3Eg6UL9,277160,3
34,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,audio_features,476V2d6iA2tWXgQboKmTtA,spotify:track:476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/tracks/476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/audio-analysis/476V2d6iA2tWXgQboKmTtA,221120,4
35,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
36,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,audio_features,6YffUZJ2R06kyxyK6onezL,spotify:track:6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,158427,4
37,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,audio_features,6otiaV2fagE3s8IvP6WkwG,spotify:track:6otiaV2fagE3s8IvP6WkwG,https://api.spotify.com/v1/tracks/6otiaV2fagE3s8IvP6WkwG,https://api.spotify.com/v1/audio-analysis/6otiaV2fagE3s8IvP6WkwG,198333,4
38,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.56,191.936,audio_features,0jqK7sGTLsHPkQrrcrGuKD,spotify:track:0jqK7sGTLsHPkQrrcrGuKD,https://api.spotify.com/v1/tracks/0jqK7sGTLsHPkQrrcrGuKD,https://api.spotify.com/v1/audio-analysis/0jqK7sGTLsHPkQrrcrGuKD,158733,4
39,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,audio_features,1HNE2PX70ztbEl6MLxrpNL,spotify:track:1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/tracks/1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/audio-analysis/1HNE2PX70ztbEl6MLxrpNL,207093,4
40,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4
41,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4
42,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,audio_features,5W3cjX2J3tjhG8zb6u0qHn,spotify:track:5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/tracks/5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/audio-analysis/5W3cjX2J3tjhG8zb6u0qHn,224693,4
43,0.64,0.763,4,-8.903,1,0.0693,0.0358,0.0171,0.312,0.121,109.989,audio_features,43nFhoG7Kenn6b5cbKrBu8,spotify:track:43nFhoG7Kenn6b5cbKrBu8,https://api.spotify.com/v1/tracks/43nFhoG7Kenn6b5cbKrBu8,https://api.spotify.com/v1/audio-analysis/43nFhoG7Kenn6b5cbKrBu8,226013,4
44,0.526,0.538,1,-9.16,1,0.0336,0.281,0.274,0.0914,0.209,129.956,audio_features,3atXfSavxWkrzRNuwzlow6,spotify:track:3atXfSavxWkrzRNuwzlow6,https://api.spotify.com/v1/tracks/3atXfSavxWkrzRNuwzlow6,https://api.spotify.com/v1/audio-analysis/3atXfSavxWkrzRNuwzlow6,206640,4
45,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,audio_features,4CbKVDZkYKdv69I4bCaKUq,spotify:track:4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/tracks/4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/audio-analysis/4CbKVDZkYKdv69I4bCaKUq,186813,4
46,0.697,0.84,9,-4.602,0,0.054,0.106,0.0,0.748,0.452,128.034,audio_features,650OeHTLxZAQmb4aEbGmaA,spotify:track:650OeHTLxZAQmb4aEbGmaA,https://api.spotify.com/v1/tracks/650OeHTLxZAQmb4aEbGmaA,https://api.spotify.com/v1/audio-analysis/650OeHTLxZAQmb4aEbGmaA,211413,4
47,0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034,audio_features,3FQCJI2t5LTbsRPfYVBSVB,spotify:track:3FQCJI2t5LTbsRPfYVBSVB,https://api.spotify.com/v1/tracks/3FQCJI2t5LTbsRPfYVBSVB,https://api.spotify.com/v1/audio-analysis/3FQCJI2t5LTbsRPfYVBSVB,216281,4
48,0.74,0.959,9,-3.692,1,0.193,0.0629,0.0,0.0444,0.878,150.007,audio_features,4wHktoSf6C0C0fAO8IIWqs,spotify:track:4wHktoSf6C0C0fAO8IIWqs,https://api.spotify.com/v1/tracks/4wHktoSf6C0C0fAO8IIWqs,https://api.spotify.com/v1/audio-analysis/4wHktoSf6C0C0fAO8IIWqs,164213,4
49,0.54,0.902,9,-5.694,1,0.193,0.0717,0.0,0.115,0.0716,96.293,audio_features,75N9pZJD6eeeUCzU9WV2Dt,spotify:track:75N9pZJD6eeeUCzU9WV2Dt,https://api.spotify.com/v1/tracks/75N9pZJD6eeeUCzU9WV2Dt,https://api.spotify.com/v1/audio-analysis/75N9pZJD6eeeUCzU9WV2Dt,231262,4
50,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,5sNESr6pQfIhL3krM8CtZn,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733,4
51,0.822,0.479,11,-15.962,1,0.271,0.719,4.42e-05,0.124,0.72,92.461,audio_features,7AgMX97ljLm9BzszyyXEYZ,spotify:track:7AgMX97ljLm9BzszyyXEYZ,https://api.spotify.com/v1/tracks/7AgMX97ljLm9BzszyyXEYZ,https://api.spotify.com/v1/audio-analysis/7AgMX97ljLm9BzszyyXEYZ,250240,4
52,0.442,0.681,8,-3.32,1,0.0459,0.413,6.72e-05,0.0948,0.509,74.212,audio_features,6vd4SM9P40ZFLPVSHpzsJk,spotify:track:6vd4SM9P40ZFLPVSHpzsJk,https://api.spotify.com/v1/tracks/6vd4SM9P40ZFLPVSHpzsJk,https://api.spotify.com/v1/audio-analysis/6vd4SM9P40ZFLPVSHpzsJk,216818,4
53,0.494,0.871,1,-5.38,1,0.0416,0.00287,0.883,0.0479,0.344,160.048,audio_features,2YxTIv6fpKBuWz6FhMC8aO,spotify:track:2YxTIv6fpKBuWz6FhMC8aO,https://api.spotify.com/v1/tracks/2YxTIv6fpKBuWz6FhMC8aO,https://api.spotify.com/v1/audio-analysis/2YxTIv6fpKBuWz6FhMC8aO,313234,4
54,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,audio_features,2m1hi0nfMR9vdGC8UcrnwU,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,167067,4
55,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,audio_features,4LJhJ6DQS7NwE7UKtvcM52,spotify:track:4LJhJ6DQS7NwE7UKtvcM52,https://api.spotify.com/v1/tracks/4LJhJ6DQS7NwE7UKtvcM52,https://api.spotify.com/v1/audio-analysis/4LJhJ6DQS7NwE7UKtvcM52,148360,4
56,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4
57,0.401,0.881,9,-6.089,1,0.0923,0.356,0.0,0.165,0.88,160.456,audio_features,6s30tYL0EJbROLV4Yzsw0D,spotify:track:6s30tYL0EJbROLV4Yzsw0D,https://api.spotify.com/v1/tracks/6s30tYL0EJbROLV4Yzsw0D,https://api.spotify.com/v1/audio-analysis/6s30tYL0EJbROLV4Yzsw0D,193907,4
58,0.56,0.699,7,-10.443,1,0.0346,0.0838,0.858,0.194,0.577,130.983,audio_features,6QEvbmv2euCQxX54gjlarO,spotify:track:6QEvbmv2euCQxX54gjlarO,https://api.spotify.com/v1/tracks/6QEvbmv2euCQxX54gjlarO,https://api.spotify.com/v1/audio-analysis/6QEvbmv2euCQxX54gjlarO,238733,4
59,0.843,0.745,7,-5.482,1,0.277,0.252,0.0,0.126,0.354,127.23,audio_features,3jqjemlBnoYcyYmYQSKTGa,spotify:track:3jqjemlBnoYcyYmYQSKTGa,https://api.spotify.com/v1/tracks/3jqjemlBnoYcyYmYQSKTGa,https://api.spotify.com/v1/audio-analysis/3jqjemlBnoYcyYmYQSKTGa,166299,4
60,0.633,0.771,4,-7.207,0,0.0319,0.089,0.0,0.0679,0.375,114.032,audio_features,4N8idxy0W2GDaEosAwPOMg,spotify:track:4N8idxy0W2GDaEosAwPOMg,https://api.spotify.com/v1/tracks/4N8idxy0W2GDaEosAwPOMg,https://api.spotify.com/v1/audio-analysis/4N8idxy0W2GDaEosAwPOMg,305800,4
61,0.747,0.458,6,-6.891,1,0.303,0.451,0.0,0.252,0.47,75.029,audio_features,4uTvPEr01pjTbZgl7jcKBD,spotify:track:4uTvPEr01pjTbZgl7jcKBD,https://api.spotify.com/v1/tracks/4uTvPEr01pjTbZgl7jcKBD,https://api.spotify.com/v1/audio-analysis/4uTvPEr01pjTbZgl7jcKBD,182000,4
62,0.388,0.396,11,-13.636,0,0.0435,0.827,0.00052,0.112,0.292,123.79,audio_features,49xoaBZC9IJfxxeBI37rmX,spotify:track:49xoaBZC9IJfxxeBI37rmX,https://api.spotify.com/v1/tracks/49xoaBZC9IJfxxeBI37rmX,https://api.spotify.com/v1/audio-analysis/49xoaBZC9IJfxxeBI37rmX,470654,4
63,0.714,0.618,9,-10.613,0,0.0425,0.296,0.865,0.135,0.549,121.984,audio_features,0IyuvVFF4mXGi9viEqaEsI,spotify:track:0IyuvVFF4mXGi9viEqaEsI,https://api.spotify.com/v1/tracks/0IyuvVFF4mXGi9viEqaEsI,https://api.spotify.com/v1/audio-analysis/0IyuvVFF4mXGi9viEqaEsI,321639,4
64,0.633,0.548,5,-5.634,0,0.0467,0.269,0.0,0.16,0.35,160.011,audio_features,2RJAKIw6nIkgZVsAIKhmqz,spotify:track:2RJAKIw6nIkgZVsAIKhmqz,https://api.spotify.com/v1/tracks/2RJAKIw6nIkgZVsAIKhmqz,https://api.spotify.com/v1/audio-analysis/2RJAKIw6nIkgZVsAIKhmqz,192000,4
65,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,audio_features,2LsbizbOeNa4x6qsi2jAMb,spotify:track:2LsbizbOeNa4x6qsi2jAMb,https://api.spotify.com/v1/tracks/2LsbizbOeNa4x6qsi2jAMb,https://api.spotify.com/v1/audio-analysis/2LsbizbOeNa4x6qsi2jAMb,261200,4
66,0.716,0.534,6,-9.327,1,0.0531,0.00729,0.74,0.0682,0.271,123.003,audio_features,18MlLrfCkYOnKutil99GwY,spotify:track:18MlLrfCkYOnKutil99GwY,https://api.spotify.com/v1/tracks/18MlLrfCkYOnKutil99GwY,https://api.spotify.com/v1/audio-analysis/18MlLrfCkYOnKutil99GwY,444878,4
67,0.643,0.894,1,-5.322,0,0.0447,0.000741,0.621,0.0658,0.0329,127.966,audio_features,3cL8eDfcvn8f21flKjXFKj,spotify:track:3cL8eDfcvn8f21flKjXFKj,https://api.spotify.com/v1/tracks/3cL8eDfcvn8f21flKjXFKj,https://api.spotify.com/v1/audio-analysis/3cL8eDfcvn8f21flKjXFKj,380625,4
68,0.671,0.497,0,-9.787,0,0.0552,0.171,0.536,0.101,0.114,95.005,audio_features,6fxq63aKjMmi1WMI9iKX5w,spotify:track:6fxq63aKjMmi1WMI9iKX5w,https://api.spotify.com/v1/tracks/6fxq63aKjMmi1WMI9iKX5w,https://api.spotify.com/v1/audio-analysis/6fxq63aKjMmi1WMI9iKX5w,246707,4
69,0.475,0.653,4,-6.109,1,0.0325,0.00582,0.0973,0.344,0.337,150.032,audio_features,2JW9C57nfxLLRIihbArVJ0,spotify:track:2JW9C57nfxLLRIihbArVJ0,https://api.spotify.com/v1/tracks/2JW9C57nfxLLRIihbArVJ0,https://api.spotify.com/v1/audio-analysis/2JW9C57nfxLLRIihbArVJ0,354230,4
70,0.646,0.83,0,-8.398,1,0.0395,0.21,0.836,0.115,0.137,124.009,audio_features,7LihoPgTF9hnxMh9lRTNkA,spotify:track:7LihoPgTF9hnxMh9lRTNkA,https://api.spotify.com/v1/tracks/7LihoPgTF9hnxMh9lRTNkA,https://api.spotify.com/v1/audio-analysis/7LihoPgTF9hnxMh9lRTNkA,240000,4
71,0.589,0.699,1,-5.883,0,0.0291,0.285,8.11e-05,0.0881,0.496,145.997,audio_features,6t1ahr2f1t9iSjjNFwFb4C,spotify:track:6t1ahr2f1t9iSjjNFwFb4C,https://api.spotify.com/v1/tracks/6t1ahr2f1t9iSjjNFwFb4C,https://api.spotify.com/v1/audio-analysis/6t1ahr2f1t9iSjjNFwFb4C,315603,4
72,0.607,0.583,5,-8.928,0,0.0321,0.0774,0.849,0.116,0.166,125.005,audio_features,7mTu2ZcNb2Ip79YEzZZnrf,spotify:track:7mTu2ZcNb2Ip79YEzZZnrf,https://api.spotify.com/v1/tracks/7mTu2ZcNb2Ip79YEzZZnrf,https://api.spotify.com/v1/audio-analysis/7mTu2ZcNb2Ip79YEzZZnrf,230090,4
73,0.615,0.54,0,-8.172,1,0.0408,0.564,0.0427,0.167,0.595,149.97,audio_features,4KQPAGQNStZaWiewr83fwM,spotify:track:4KQPAGQNStZaWiewr83fwM,https://api.spotify.com/v1/tracks/4KQPAGQNStZaWiewr83fwM,https://api.spotify.com/v1/audio-analysis/4KQPAGQNStZaWiewr83fwM,207623,4
74,0.735,0.449,2,-9.933,0,0.383,0.859,0.0,0.213,0.514,146.016,audio_features,3zkyus0njMCL6phZmNNEeN,spotify:track:3zkyus0njMCL6phZmNNEeN,https://api.spotify.com/v1/tracks/3zkyus0njMCL6phZmNNEeN,https://api.spotify.com/v1/audio-analysis/3zkyus0njMCL6phZmNNEeN,175890,4
75,0.704,0.593,6,-6.29,0,0.0266,0.709,0.0591,0.122,0.511,143.956,audio_features,2DAgXtcmEZ8QFV924ZaoB3,spotify:track:2DAgXtcmEZ8QFV924ZaoB3,https://api.spotify.com/v1/tracks/2DAgXtcmEZ8QFV924ZaoB3,https://api.spotify.com/v1/audio-analysis/2DAgXtcmEZ8QFV924ZaoB3,289515,4
76,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,audio_features,31i56LZnwE6uSu3exoHjtB,spotify:track:31i56LZnwE6uSu3exoHjtB,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,https://api.spotify.com/v1/audio-analysis/31i56LZnwE6uSu3exoHjtB,173119,4
77,0.76,0.462,9,-11.003,1,0.103,0.621,0.32,0.0758,0.905,146.655,audio_features,3sqZDdEO5viqNqMCNem5m5,spotify:track:3sqZDdEO5viqNqMCNem5m5,https://api.spotify.com/v1/tracks/3sqZDdEO5viqNqMCNem5m5,https://api.spotify.com/v1/audio-analysis/3sqZDdEO5viqNqMCNem5m5,332400,4
78,0.655,0.543,11,-11.288,0,0.513,0.509,0.0,0.702,0.782,80.857,audio_features,2uFlBIfS4XKyOVPKiIrj5L,spotify:track:2uFlBIfS4XKyOVPKiIrj5L,https://api.spotify.com/v1/tracks/2uFlBIfS4XKyOVPKiIrj5L,https://api.spotify.com/v1/audio-analysis/2uFlBIfS4XKyOVPKiIrj5L,242493,4
79,0.676,0.645,8,-9.335,0,0.0992,0.159,0.00172,0.106,0.537,151.058,audio_features,3jAoLij05OiNndX2XlSRdS,spotify:track:3jAoLij05OiNndX2XlSRdS,https://api.spotify.com/v1/tracks/3jAoLij05OiNndX2XlSRdS,https://api.spotify.com/v1/audio-analysis/3jAoLij05OiNndX2XlSRdS,202187,4
80,0.409,0.916,3,-4.347,1,0.159,0.055,0.000643,0.144,0.467,160.108,audio_features,652BqeIMJ2ytN3xH82GbH8,spotify:track:652BqeIMJ2ytN3xH82GbH8,https://api.spotify.com/v1/tracks/652BqeIMJ2ytN3xH82GbH8,https://api.spotify.com/v1/audio-analysis/652BqeIMJ2ytN3xH82GbH8,229767,4
81,0.424,0.395,5,-8.255,1,0.0312,0.892,1.13e-06,0.0975,0.351,169.991,audio_features,5JUXJ7nzuLjMVBhm1RRgAU,spotify:track:5JUXJ7nzuLjMVBhm1RRgAU,https://api.spotify.com/v1/tracks/5JUXJ7nzuLjMVBhm1RRgAU,https://api.spotify.com/v1/audio-analysis/5JUXJ7nzuLjMVBhm1RRgAU,257771,3
82,0.358,0.585,6,-8.762,1,0.0776,0.327,2e-06,0.0864,0.407,185.392,audio_features,4iURgDfsolmCJtknzWuyxj,spotify:track:4iURgDfsolmCJtknzWuyxj,https://api.spotify.com/v1/tracks/4iURgDfsolmCJtknzWuyxj,https://api.spotify.com/v1/audio-analysis/4iURgDfsolmCJtknzWuyxj,205787,4
83,0.421,0.72,7,-6.257,1,0.0571,0.266,0.0,0.225,0.24,97.998,audio_features,5xtxxuIqInrLDSfjA6Co3o,spotify:track:5xtxxuIqInrLDSfjA6Co3o,https://api.spotify.com/v1/tracks/5xtxxuIqInrLDSfjA6Co3o,https://api.spotify.com/v1/audio-analysis/5xtxxuIqInrLDSfjA6Co3o,247500,4
84,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,audio_features,6GyFP1nfCDB8lbD2bG0Hq9,spotify:track:6GyFP1nfCDB8lbD2bG0Hq9,https://api.spotify.com/v1/tracks/6GyFP1nfCDB8lbD2bG0Hq9,https://api.spotify.com/v1/audio-analysis/6GyFP1nfCDB8lbD2bG0Hq9,243960,4
85,0.461,0.185,2,-18.087,1,0.0502,0.604,0.0,0.121,0.405,95.509,audio_features,3HuJDcOWx0gE9Yng2uWY7K,spotify:track:3HuJDcOWx0gE9Yng2uWY7K,https://api.spotify.com/v1/tracks/3HuJDcOWx0gE9Yng2uWY7K,https://api.spotify.com/v1/audio-analysis/3HuJDcOWx0gE9Yng2uWY7K,196840,4
86,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,audio_features,29U7stRjqHU6rMiS8BfaI9,spotify:track:29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/tracks/29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/audio-analysis/29U7stRjqHU6rMiS8BfaI9,139227,4
87,0.592,0.256,4,-14.031,0,0.0449,0.842,2.38e-06,0.088,0.103,76.358,audio_features,1HkOPLwAJH3kE8UnqgxF4s,spotify:track:1HkOPLwAJH3kE8UnqgxF4s,https://api.spotify.com/v1/tracks/1HkOPLwAJH3kE8UnqgxF4s,https://api.spotify.com/v1/audio-analysis/1HkOPLwAJH3kE8UnqgxF4s,238533,4
88,0.38,0.306,1,-14.446,1,0.0305,0.942,0.323,0.123,0.157,147.889,audio_features,6DESft0qm6RhoYf5wzeoGH,spotify:track:6DESft0qm6RhoYf5wzeoGH,https://api.spotify.com/v1/tracks/6DESft0qm6RhoYf5wzeoGH,https://api.spotify.com/v1/audio-analysis/6DESft0qm6RhoYf5wzeoGH,336613,4
89,0.798,0.715,9,-5.712,0,0.187,0.365,2.08e-06,0.142,0.895,105.995,audio_features,4DoEHKWh8k6vYDleECQkJx,spotify:track:4DoEHKWh8k6vYDleECQkJx,https://api.spotify.com/v1/tracks/4DoEHKWh8k6vYDleECQkJx,https://api.spotify.com/v1/audio-analysis/4DoEHKWh8k6vYDleECQkJx,192787,4
90,0.582,0.68,1,-6.504,0,0.0361,0.0566,0.000412,0.116,0.306,127.947,audio_features,6SbWkpn12CJNQgZEQekEcH,spotify:track:6SbWkpn12CJNQgZEQekEcH,https://api.spotify.com/v1/tracks/6SbWkpn12CJNQgZEQekEcH,https://api.spotify.com/v1/audio-analysis/6SbWkpn12CJNQgZEQekEcH,289291,4
91,0.647,0.819,4,-5.795,1,0.03,0.00619,1.48e-06,0.197,0.917,125.013,audio_features,6yYDqeEO3llpMofelDX9Fk,spotify:track:6yYDqeEO3llpMofelDX9Fk,https://api.spotify.com/v1/tracks/6yYDqeEO3llpMofelDX9Fk,https://api.spotify.com/v1/audio-analysis/6yYDqeEO3llpMofelDX9Fk,258483,4
