,song,artist,date,explicit,uri,popularity,ironhacker,links
217,Ai Se Eu Te Pego,Michel Teló,2019-08-01,False,spotify:track:0INaMqjJJe1BZpnWuCxDzt,61,Lin,https://open.spotify.com/track/0INaMqjJJe1BZpnWuCxDzt
218,A Cruel Angel's Thesis - Director's Edit Version,Shiro SAGISU,2019-06-21,False,spotify:track:0u9EI8zmr2QMuJLMiQFUIn,57,Lin,https://open.spotify.com/track/0u9EI8zmr2QMuJLMiQFUIn
218,A Cruel Angel's Thesis - Director's Edit Version,Yoko Takahashi,2019-06-21,False,spotify:track:0u9EI8zmr2QMuJLMiQFUIn,57,Lin,https://open.spotify.com/track/0u9EI8zmr2QMuJLMiQFUIn
219,Cold Illusions,Ryan Greaves,2019-06-19,False,spotify:track:5VyCDHRvFdCzCDM1KioYTe,37,Lin,https://open.spotify.com/track/5VyCDHRvFdCzCDM1KioYTe
220,Barbie Girl,Aqua,1997-01-01,False,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,73,Lin,https://open.spotify.com/track/5ZrDlcxIDZyjOzHdYW1ydr
221,Deja Vu (Initial D),Tsuko G.,2017-05-20,False,spotify:track:3O3lPNMM2rCeog7dacQNbT,53,Lin,https://open.spotify.com/track/3O3lPNMM2rCeog7dacQNbT
222,RUNNING IN THE 90'S,Max Coveri,1998-07-29,False,spotify:track:6DlPa2rrVK3BygXJ48WYo3,62,Lin,https://open.spotify.com/track/6DlPa2rrVK3BygXJ48WYo3
223,Gas Gas Gas (Initial D),Tsuko G.,2017-08-26,False,spotify:track:4yiGLfzCc2jdByeQ2PIHXA,46,Lin,https://open.spotify.com/track/4yiGLfzCc2jdByeQ2PIHXA
224,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,2006-01-01,False,spotify:track:0upFohXrGxIIAjyaJmCkMU,69,Lin,https://open.spotify.com/track/0upFohXrGxIIAjyaJmCkMU
225,Señoras Bien,Las Bistecs,2016-09-01,True,spotify:track:0C60TsFeKSPCyTHolDUN0n,34,Ana S,https://open.spotify.com/track/0C60TsFeKSPCyTHolDUN0n
226,HDA (Historia del Arte),Las Bistecs,2016-09-01,True,spotify:track:1ViUKZsdEDsRKIdOic4DyQ,33,Ana S,https://open.spotify.com/track/1ViUKZsdEDsRKIdOic4DyQ
227,Macaulay Culkin,Ladilla Rusa,2018-02-23,False,spotify:track:2m7KdMP9MYXDlUOWD90r2A,43,Ana S,https://open.spotify.com/track/2m7KdMP9MYXDlUOWD90r2A
228,Bebo (de bar en peor),Ladilla Rusa,2018-02-23,False,spotify:track:5yc4EoseQaxO7wo0wz1Qzh,35,Ana S,https://open.spotify.com/track/5yc4EoseQaxO7wo0wz1Qzh
229,Just Can't Get Enough,Depeche Mode,1981-11-02,False,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,70,Ana G,https://open.spotify.com/track/0qi4b1l0eT3jpzeNHeFXDT
230,Los Coches Chocones,Los Desgraciaus,2013-11-04,False,spotify:track:3fDPalBAY0MzPaAm0a3NpL,39,Lin,https://open.spotify.com/track/3fDPalBAY0MzPaAm0a3NpL
231,Always on My Mind,Pet Shop Boys,1998-03-31,False,spotify:track:07ABETRdek3ACMpRPvQuaT,69,Ana G,https://open.spotify.com/track/07ABETRdek3ACMpRPvQuaT
232,Come As You Are,Nirvana,1991-09-26,False,spotify:track:2RsAajgo0g7bMCHxwH3Sk0,77,Ana G,https://open.spotify.com/track/2RsAajgo0g7bMCHxwH3Sk0
233,Downtown,Petula Clark,2003-04-11,False,spotify:track:0ZQ6ckgerHYM5mOUxTl99Q,56,Ana G,https://open.spotify.com/track/0ZQ6ckgerHYM5mOUxTl99Q
234,"Non, je ne regrette rien",Édith Piaf,1987-10-31,False,spotify:track:3dkIE8P7hvl3tHl9KSb6dA,68,Ana G,https://open.spotify.com/track/3dkIE8P7hvl3tHl9KSb6dA
235,Bound 2,Kanye West,2013-06-18,True,spotify:track:3sNVsP50132BTNlImLx70i,83,Ana S,https://open.spotify.com/track/3sNVsP50132BTNlImLx70i
236,Lacrimosa,Wolfgang Amadeus Mozart,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Lisa Beckley,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Elena Filipova,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Magdaléna Hajóssyová,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Peter Mikulas,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Michel Piquemal,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Gloria Scalchi,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Michel Piquemal Vocal Ensemble,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Hungarian State Opera Chorus,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Oxford Schola Cantorum,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Slovak Philharmonic Chorus,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Hungarian State Opera Orchestra,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Orchestre De La Cite,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Oxford Camerata,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
236,Lacrimosa,Slovak Philharmonic,1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,58,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg
237,Me Quedo Contigo,Los Chunguitos,1991,False,spotify:track:3ROd8cCRdRJpeh6P2zTAJk,49,Ana G,https://open.spotify.com/track/3ROd8cCRdRJpeh6P2zTAJk
238,Hay Quel Venir al Sur,Raffaella Carrà,2022-08-01,False,spotify:track:1C20XJTzDMGnO1puZMRO6F,37,Ana G,https://open.spotify.com/track/1C20XJTzDMGnO1puZMRO6F
239,Vivir Así Es Morir de Amor,Camilo Sesto,1978-01-02,False,spotify:track:3yzHIAzk3zVE1WgspS8W21,63,Ana G,https://open.spotify.com/track/3yzHIAzk3zVE1WgspS8W21
240,La Bomba,King Africa,2009-01-01,False,spotify:track:5UmGJS0jd1r52OjnNvVHvU,58,Lin,https://open.spotify.com/track/5UmGJS0jd1r52OjnNvVHvU
241,Baianá,Bakermat,2020-10-09,False,spotify:track:780be5fB7823aHG06mwTat,74,Brandon,https://open.spotify.com/track/780be5fB7823aHG06mwTat
242,Gangsta's Paradise,Coolio,1995-11-07,False,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,85,Brandon,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
242,Gangsta's Paradise,L.V.,1995-11-07,False,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,85,Brandon,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
243,Espoir,Darius,2014-02-24,False,spotify:track:3hGc6zv9LgSxGrIlhFdfT6,53,Juan,https://open.spotify.com/track/3hGc6zv9LgSxGrIlhFdfT6
244,Ven,Moullinex,2021-04-30,False,spotify:track:4wSLToYgmm6yCJnhQSM99f,26,Juan,https://open.spotify.com/track/4wSLToYgmm6yCJnhQSM99f
244,Ven,Ekstra Bonus,2021-04-30,False,spotify:track:4wSLToYgmm6yCJnhQSM99f,26,Juan,https://open.spotify.com/track/4wSLToYgmm6yCJnhQSM99f
245,Take a Chance - Satin Jackets Remix,Moullinex,2015-06-29,False,spotify:track:2efA77BjFk3zvLjGmlOkXM,37,Juan,https://open.spotify.com/track/2efA77BjFk3zvLjGmlOkXM
245,Take a Chance - Satin Jackets Remix,Satin Jackets,2015-06-29,False,spotify:track:2efA77BjFk3zvLjGmlOkXM,37,Juan,https://open.spotify.com/track/2efA77BjFk3zvLjGmlOkXM
246,Oi,Catching Flies,2022-09-14,False,spotify:track:1q3Bh0X0zCczI7ewPQnmsg,45,Juan,https://open.spotify.com/track/1q3Bh0X0zCczI7ewPQnmsg
247,Ipanema,Funkmammoth,2017-07-24,False,spotify:track:6l8ZAqy48pBSGJtUikKNYr,45,Juan,https://open.spotify.com/track/6l8ZAqy48pBSGJtUikKNYr
248,NEW DANCE,AYYBO,2022-11-28,False,spotify:track:0NCwA5clLTjO0xW6YkbQmq,50,Juan,https://open.spotify.com/track/0NCwA5clLTjO0xW6YkbQmq
249,No Hablo Español,Riordan,2022-02-18,False,spotify:track:3Gy7fXkQBhOfjCxC4XlFaT,47,Juan,https://open.spotify.com/track/3Gy7fXkQBhOfjCxC4XlFaT
250,All Of The Time,Jungle,2021-08-13,False,spotify:track:2ezQq2qWhGO6J6q5JwC50d,61,Juan,https://open.spotify.com/track/2ezQq2qWhGO6J6q5JwC50d
251,Domino,Myd,2022-06-09,False,spotify:track:4Kag7UC3ZCiEYJ0QYC2Mpk,42,Juan,https://open.spotify.com/track/4Kag7UC3ZCiEYJ0QYC2Mpk
252,I Made It - Picard Brothers version,Picard Brothers,2022-10-07,False,spotify:track:4TncczqSEuuvuEg27NzutB,36,Juan,https://open.spotify.com/track/4TncczqSEuuvuEg27NzutB
252,I Made It - Picard Brothers version,Myd,2022-10-07,False,spotify:track:4TncczqSEuuvuEg27NzutB,36,Juan,https://open.spotify.com/track/4TncczqSEuuvuEg27NzutB
253,Marcha Nupcial,Felix Mendelssohn,2019-04-04,False,spotify:track:1HkHU43AS9KtKnFBc4zbgI,31,Lin,https://open.spotify.com/track/1HkHU43AS9KtKnFBc4zbgI
254,Parado no Bailão,MC L da Vinte,2018-07-23,False,spotify:track:3Hb9kUdm4yf839Fle4RIdT,81,Brandon,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT
254,Parado no Bailão,MC Gury,2018-07-23,False,spotify:track:3Hb9kUdm4yf839Fle4RIdT,81,Brandon,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT
255,Canto do pescador,Olodum,1991,False,spotify:track:0iVHkCm4zGqO1ACZsgBchu,27,Brandon,https://open.spotify.com/track/0iVHkCm4zGqO1ACZsgBchu
256,As It Was,Harry Styles,2022-03-31,False,spotify:track:4LRPiXqCikLlN15c3yImP7,91,Juan,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
257,Don't Let Go,Supershy,2022-11-24,False,spotify:track:4s3xXkjGYSwI01zTp5f1by,58,Juan,https://open.spotify.com/track/4s3xXkjGYSwI01zTp5f1by
258,Loverini (feat. L'Impératrice),Myd,2021-06-18,False,spotify:track:6bBN2bbxAnCXWTwXaOkF0X,50,Juan,https://open.spotify.com/track/6bBN2bbxAnCXWTwXaOkF0X
258,Loverini (feat. L'Impératrice),L'Impératrice,2021-06-18,False,spotify:track:6bBN2bbxAnCXWTwXaOkF0X,50,Juan,https://open.spotify.com/track/6bBN2bbxAnCXWTwXaOkF0X
259,Reflection,Riordan,2023-01-06,False,spotify:track:187rbl5lzKl8R7YqZoj2ku,52,Juan,https://open.spotify.com/track/187rbl5lzKl8R7YqZoj2ku
260,"Renaissance (Main Title Theme) - from ""The White Lotus: Season 2""",Cristobal Tapia De Veer,2022-10-30,False,spotify:track:0qyssIlX3W388jWlzb6oln,48,Juan,https://open.spotify.com/track/0qyssIlX3W388jWlzb6oln
261,Blah Blah Blah,Armin van Buuren,2018-05-18,False,spotify:track:2xkrujtSjZz7EKAYGbIIzH,65,Brandon,https://open.spotify.com/track/2xkrujtSjZz7EKAYGbIIzH
262,Nyan Cat Theme,Nyan Cat,2014-12-01,False,spotify:track:5VOoT3AIIStTSN8cSMrSD4,38,Lin,https://open.spotify.com/track/5VOoT3AIIStTSN8cSMrSD4
263,Cosmic Girl - Remastered,Jamiroquai,1996-09-09,False,spotify:track:6y0Etr2KJr0sdcEp7ajoUK,64,Desconocido,https://open.spotify.com/track/6y0Etr2KJr0sdcEp7ajoUK
264,L'Air De Rien,Margaux Avril,2013-01-01,False,spotify:track:1DZFEj1H7eUTEcySevTkUq,23,Desconocido,https://open.spotify.com/track/1DZFEj1H7eUTEcySevTkUq
265,Lalalove You,BB Brunes,2009-11-13,False,spotify:track:5JB4QJJQMltOaX1UbzPjGh,41,Desconocido,https://open.spotify.com/track/5JB4QJJQMltOaX1UbzPjGh
266,This Love,Maroon 5,2002,False,spotify:track:6ECp64rv50XVz93WvxXMGF,78,Desconocido,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF
267,Future Starts Slow,The Kills,2011-04-04,False,spotify:track:0A0RBBTrgfq9eClnw6ZXT7,53,Ana,https://open.spotify.com/track/0A0RBBTrgfq9eClnw6ZXT7
268,Busy Earnin',Jungle,2014-07-14,False,spotify:track:7f7CxGj0kzfwT1SjciL3ft,62,Ana,https://open.spotify.com/track/7f7CxGj0kzfwT1SjciL3ft
269,"Right Here, Right Now",Fatboy Slim,1998-10-19,False,spotify:track:0qnqsfFYgBo0sPHM2JmfTq,61,Ana,https://open.spotify.com/track/0qnqsfFYgBo0sPHM2JmfTq
270,Uprising,Muse,2009-09-10,False,spotify:track:4VqPOruhp5EdPBeR92t6lQ,74,Ana,https://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ
271,Hallucinate,Dua Lipa,2020-03-27,False,spotify:track:1nYeVF5vIBxMxfPoL0SIWg,67,Ana,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg
272,"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,1986-05-05,False,spotify:track:5Hyr47BBGpvOfcykSCcaw9,72,Ana,https://open.spotify.com/track/5Hyr47BBGpvOfcykSCcaw9
273,Born To Love (feat. SHELLS),MEDUZA,2020-02-14,False,spotify:track:7cX5H82DTZ5iHRLbewBEBd,56,Ana,https://open.spotify.com/track/7cX5H82DTZ5iHRLbewBEBd
273,Born To Love (feat. SHELLS),SHELLS,2020-02-14,False,spotify:track:7cX5H82DTZ5iHRLbewBEBd,56,Ana,https://open.spotify.com/track/7cX5H82DTZ5iHRLbewBEBd
274,A.D.H.D,Kendrick Lamar,2011-07-02,True,spotify:track:2Fw5S2gaOSZzdN5dFoC2dj,70,Ana S,https://open.spotify.com/track/2Fw5S2gaOSZzdN5dFoC2dj
275,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,2016-01-29,False,spotify:track:06KyNuuMOX1ROXRhj787tj,79,Lin,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj
275,We Don't Talk Anymore (feat. Selena Gomez),Selena Gomez,2016-01-29,False,spotify:track:06KyNuuMOX1ROXRhj787tj,79,Lin,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj
276,Hotto Dogu,Heiakim,2018-08-18,False,spotify:track:0YCRJcAXQ3NSfKN1x1IXK3,30,Lin,https://open.spotify.com/track/0YCRJcAXQ3NSfKN1x1IXK3
277,Opa Yo Viaze Un Corra,El Koala,2006,False,spotify:track:29xwXTI483gmpvr6pKSag0,42,Lin,https://open.spotify.com/track/29xwXTI483gmpvr6pKSag0
278,Monster,Skillet,2009-08-21,False,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,75,Lin,https://open.spotify.com/track/2UREu1Y8CO4jXkbvqAtP7g
279,Feel Invincible,Skillet,2016-08-05,False,spotify:track:0i8JFpqe9cKwnrcvoNgl1L,71,Lin,https://open.spotify.com/track/0i8JFpqe9cKwnrcvoNgl1L
280,New Heroes,TEN,2018-04-06,False,spotify:track:01EzeKKYrGoYtPsI7pSZeL,48,Lin,https://open.spotify.com/track/01EzeKKYrGoYtPsI7pSZeL
281,One of Those Nights,KEY,2018-11-26,False,spotify:track:2OsH4MtKPVeI8w9sFBLEvZ,47,Lin,https://open.spotify.com/track/2OsH4MtKPVeI8w9sFBLEvZ
281,One of Those Nights,Crush,2018-11-26,False,spotify:track:2OsH4MtKPVeI8w9sFBLEvZ,47,Lin,https://open.spotify.com/track/2OsH4MtKPVeI8w9sFBLEvZ
282,Energetic,Wanna One,2017-11-13,False,spotify:track:3NkkcnnKrNHv4AiGaPdD76,59,Lin,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
283,End of the Night (feat. Doubleboy),Robert Parker,2018-04-27,False,spotify:track:59q31baYiGMndSq261KEkq,39,Lin,https://open.spotify.com/track/59q31baYiGMndSq261KEkq
283,End of the Night (feat. Doubleboy),Doubleboy,2018-04-27,False,spotify:track:59q31baYiGMndSq261KEkq,39,Lin,https://open.spotify.com/track/59q31baYiGMndSq261KEkq
284,A Light in the Dark,Robert Parker,2020-06-01,False,spotify:track:0E43ZA6jJLHShJA0vDDPyI,27,Lin,https://open.spotify.com/track/0E43ZA6jJLHShJA0vDDPyI
284,A Light in the Dark,Doubleboy,2020-06-01,False,spotify:track:0E43ZA6jJLHShJA0vDDPyI,27,Lin,https://open.spotify.com/track/0E43ZA6jJLHShJA0vDDPyI
285,U Got That,Halogen,2019-09-09,False,spotify:track:55gKq9bOAPRAcOQInZ76tH,57,Lin,https://open.spotify.com/track/55gKq9bOAPRAcOQInZ76tH
286,Lucky Strike,Maroon 5,2012-01-01,False,spotify:track:4rpzPAbwJboZQw2p9T5T3f,58,Lin,https://open.spotify.com/track/4rpzPAbwJboZQw2p9T5T3f
287,Boulevard of Broken Dreams,Green Day,2004,True,spotify:track:1hwJKpe0BPUsq6UUrwBWTw,72,Lin,https://open.spotify.com/track/1hwJKpe0BPUsq6UUrwBWTw
288,High Hopes,Panic! At The Disco,2018-06-22,False,spotify:track:1rqqCSm0Qe4I9rUvWncaom,79,Lin,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
289,Before I Forget,Slipknot,2004,False,spotify:track:6wqJeItl3Vc3az4ZicSQAB,75,Lin,https://open.spotify.com/track/6wqJeItl3Vc3az4ZicSQAB
290,Circles - Original,KDrew,2012-10-17,False,spotify:track:6zDwrk0h49oE3RYNGZ822v,44,Lin,https://open.spotify.com/track/6zDwrk0h49oE3RYNGZ822v
291,Bullseye,KDrew,2012-02-01,False,spotify:track:3mYP2JXlrv2iLyU8GIAszA,46,Lin,https://open.spotify.com/track/3mYP2JXlrv2iLyU8GIAszA
292,Scary Monsters and Nice Sprites,Skrillex,2010-12-21,False,spotify:track:5q8oybjZelukF4h0CzSUN9,54,Lin,https://open.spotify.com/track/5q8oybjZelukF4h0CzSUN9
293,Clarity,Zedd,2012-01-01,False,spotify:track:60wwxj6Dd9NJlirf84wr2c,74,Lin,https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c
293,Clarity,Foxes,2012-01-01,False,spotify:track:60wwxj6Dd9NJlirf84wr2c,74,Lin,https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c
294,Stay,Zedd,2017-02-23,False,spotify:track:6uBhi9gBXWjanegOb2Phh0,73,Lin,https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0
294,Stay,Alessia Cara,2017-02-23,False,spotify:track:6uBhi9gBXWjanegOb2Phh0,73,Lin,https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0
295,Daft Punk,Pentatonix,2013-11-05,False,spotify:track:6ukvsBzq4d1vBsAUmz7ZVt,55,Lin,https://open.spotify.com/track/6ukvsBzq4d1vBsAUmz7ZVt
296,Love Again,Pentatonix,2013-11-05,False,spotify:track:0vcyzDe6aoYTg6jM0U0T9r,44,Lin,https://open.spotify.com/track/0vcyzDe6aoYTg6jM0U0T9r
297,Perfume Medley,Pentatonix,2016-08-24,False,spotify:track:1xkleV8ZJon6FNhFSJZDNq,30,Lin,https://open.spotify.com/track/1xkleV8ZJon6FNhFSJZDNq
298,Fire To The Fuse,League of Legends,2022-11-05,False,spotify:track:6yK2AGL6oamq6FP8iqmOBw,68,Lin,https://open.spotify.com/track/6yK2AGL6oamq6FP8iqmOBw
298,Fire To The Fuse,Jackson Wang,2022-11-05,False,spotify:track:6yK2AGL6oamq6FP8iqmOBw,68,Lin,https://open.spotify.com/track/6yK2AGL6oamq6FP8iqmOBw
298,Fire To The Fuse,88rising,2022-11-05,False,spotify:track:6yK2AGL6oamq6FP8iqmOBw,68,Lin,https://open.spotify.com/track/6yK2AGL6oamq6FP8iqmOBw
299,100 Ways,Jackson Wang,2020-03-20,False,spotify:track:4mQMvcRtQou5yI8mjuJ1lf,61,Lin,https://open.spotify.com/track/4mQMvcRtQou5yI8mjuJ1lf
300,As You Like,SEGA SOUND TEAM,2015-03-18,False,spotify:track:03VWoSbfWvZhRF5HXOxgX8,33,Lin,https://open.spotify.com/track/03VWoSbfWvZhRF5HXOxgX8
300,As You Like,吉田 沙織,2015-03-18,False,spotify:track:03VWoSbfWvZhRF5HXOxgX8,33,Lin,https://open.spotify.com/track/03VWoSbfWvZhRF5HXOxgX8
300,As You Like,美緒,2015-03-18,False,spotify:track:03VWoSbfWvZhRF5HXOxgX8,33,Lin,https://open.spotify.com/track/03VWoSbfWvZhRF5HXOxgX8
301,Bakamitai - Taxi Driver Edition,桐生一馬(黒田崇矢),2020-01-16,False,spotify:track:4xXu9UO2qdBotUOfqru2UC,57,Lin,https://open.spotify.com/track/4xXu9UO2qdBotUOfqru2UC
302,一番歌,Shonan No Kaze,2020-01-09,False,spotify:track:3KpKnheFsY52KFOSsLAk3C,39,Lin,https://open.spotify.com/track/3KpKnheFsY52KFOSsLAk3C
302,一番歌,Yasutaka Nakata,2020-01-09,False,spotify:track:3KpKnheFsY52KFOSsLAk3C,39,Lin,https://open.spotify.com/track/3KpKnheFsY52KFOSsLAk3C
303,Stay Tonight,Gammer,2017-10-18,False,spotify:track:0BVtORAIv7uib3ivJHpx2h,23,Lin,https://open.spotify.com/track/0BVtORAIv7uib3ivJHpx2h
303,Stay Tonight,Dylan Matthew,2017-10-18,False,spotify:track:0BVtORAIv7uib3ivJHpx2h,23,Lin,https://open.spotify.com/track/0BVtORAIv7uib3ivJHpx2h
304,Too Close,Prismo,2017-10-16,False,spotify:track:1MhWIYwoOZM8SWDKzdNrrL,45,Lin,https://open.spotify.com/track/1MhWIYwoOZM8SWDKzdNrrL
305,Fading Away,Fivefold,2012-05-12,False,spotify:track:1FVqjM971hyoI7GqoiBE5d,41,Lin,https://open.spotify.com/track/1FVqjM971hyoI7GqoiBE5d
306,Shelter,Porter Robinson,2016-08-12,False,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,64,Lin,https://open.spotify.com/track/2CgOd0Lj5MuvOqzqdaAXtS
306,Shelter,Madeon,2016-08-12,False,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,64,Lin,https://open.spotify.com/track/2CgOd0Lj5MuvOqzqdaAXtS
307,PPAP (Pen-Pineapple-Apple-Pen) - Long Version,PIKOTARO,2016-10-28,False,spotify:track:1Xq1fe5v8YF1wI7oXuCAAH,41,Lin,https://open.spotify.com/track/1Xq1fe5v8YF1wI7oXuCAAH
308,Sweet Dream,Yoon Mirae,2013-01-21,False,spotify:track:21YDhYojd097X7VFxtPEZ2,17,Lin,https://open.spotify.com/track/21YDhYojd097X7VFxtPEZ2
308,Sweet Dream,Tiger JK,2013-01-21,False,spotify:track:21YDhYojd097X7VFxtPEZ2,17,Lin,https://open.spotify.com/track/21YDhYojd097X7VFxtPEZ2
308,Sweet Dream,Bizzy (MFBTY),2013-01-21,False,spotify:track:21YDhYojd097X7VFxtPEZ2,17,Lin,https://open.spotify.com/track/21YDhYojd097X7VFxtPEZ2
309,Emoji VIP,Pegboard Nerds,2015-12-08,False,spotify:track:1qxXisQwDMpPfD7tCdxumA,36,Lin,https://open.spotify.com/track/1qxXisQwDMpPfD7tCdxumA
310,Save Me,BTS,2016-05-02,False,spotify:track:7bxGcILuAjkZzaveU28ZJS,70,Lin,https://open.spotify.com/track/7bxGcILuAjkZzaveU28ZJS
311,PLAY,Tokyo Machine,2019-02-28,False,spotify:track:1fRadkuwHEqwMuiY5ns15C,53,Lin,https://open.spotify.com/track/1fRadkuwHEqwMuiY5ns15C
312,OKAY,Tokyo Machine,2016-08-22,False,spotify:track:4rsVVLYwToXshGQEH09W4v,28,Lin,https://open.spotify.com/track/4rsVVLYwToXshGQEH09W4v
313,Hollywood Horror,Dropout,2016-03-20,False,spotify:track:4JPrZ70BZAB2wSPTrTr5fd,33,Lin,https://open.spotify.com/track/4JPrZ70BZAB2wSPTrTr5fd
314,"For River (From ""To The Moon"")",Michael Tai,2016-06-15,False,spotify:track:47t1wQmSNFtxSEfTtE43V7,32,Lin,https://open.spotify.com/track/47t1wQmSNFtxSEfTtE43V7
315,Last Train to Paradise - Original,KDrew,2012-06-14,False,spotify:track:4ztZvwTxlsMC6HjqvLG63u,33,Lin,https://open.spotify.com/track/4ztZvwTxlsMC6HjqvLG63u
316,A Sky Full of Stars,Coldplay,2014-05-19,False,spotify:track:0FDzzruyVECATHXKHFs9eJ,81,Lin,https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ
317,Witchcraft,Pendulum,2010-05-21,False,spotify:track:4Y2glvLjQGOb4dXnwm1hQf,59,Lin,https://open.spotify.com/track/4Y2glvLjQGOb4dXnwm1hQf
318,All of Me,John Legend,2013-08-30,False,spotify:track:3U4isOIWM3VvDubwSI3y7a,83,Lin,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
319,The Diary,Hollywood Undead,2008-09-02,True,spotify:track:3D8fT4ExPoHvW6clW9nYLp,45,Lin,https://open.spotify.com/track/3D8fT4ExPoHvW6clW9nYLp
320,Black Dahlia,Hollywood Undead,2008-09-02,True,spotify:track:5FUkeL8EMmVQ8uuArVWSc0,52,Lin,https://open.spotify.com/track/5FUkeL8EMmVQ8uuArVWSc0
321,Rain,Hollywood Undead,2012-01-01,False,spotify:track:7LcqhoHYwrCN0PydCtAjqI,40,Lin,https://open.spotify.com/track/7LcqhoHYwrCN0PydCtAjqI
322,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,2007-09-25,False,spotify:track:3DNRdudZ2SstnDCVKFdXxG,69,Lin,https://open.spotify.com/track/3DNRdudZ2SstnDCVKFdXxG
